ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN
Laptop Lenovo Ideapad Slim 3 16ARP10 - 83K8008WVN (Ryzen 7 7735HS/ 24GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 7,1.0,0.0,AMD Card Rời,0.36479079936506037,0,0,0,0
"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX005NVN (Ultra 5-225U/ 16GB/ 512GB/ Windows 11 Home SL, English)",Lenovo,Core Ultra 5,0.0,0.0,Onboard,0.6283506544071401,0,0,0,0
"Laptop Lenovo ThinkPad E14 Gen 7 - 21U2003QVN (Ultra 5-226V/ 16GB/ 512GB/ Windows 11 Home SL, English)",Lenovo,Core Ultra 5,0.0,0.0,Onboard,0.6403306478181437,0,0,0,0
"Laptop Lenovo ThinkBook 14 G8 IAL - 21SJ00EAVN (Ultra 5-135H/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core Ultra 5,0.0,0.0,Onboard,0.4127107730090748,0,0,0,0
Laptop Lenovo V14 G5 IRL - 83HD0035VN (Core 7 240H/ 16GB/ 512GB/ Windows 11 Home SL),Lenovo,Core i7,0.0,0.0,Onboard,0.36479079936506037,0,0,0,0
Laptop Asus Zenbook 14 UM3406GA-QD073WS (Ryzen AI 7 445/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 7,2.0,2.0,AMD Card Rời,1.4130402228278773,0,0,0,0
Laptop Asus ExpertBook P1 P1503CVA-C5H16-63WS (Core 5 210H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core i5,0.0,0.0,Onboard,0.42469076642007847,0,0,0,0
Laptop Asus ExpertBook P1 P1403CVA-C5H16-63WS (Core 5 210H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core i5,0.0,0.0,Onboard,0.42469076642007847,0,0,0,0
Laptop Asus Zenbook 14 UM3406GA-QD075WS (Ryzen AI 7 445/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 7,0.0,0.0,AMD Card Rời,0.9937404534427506,0,0,0,0
Laptop Asus ExpertBook P5 P5405CSA-NZ0017W (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Home),Asus,Core Ultra 7,2.0,2.0,Onboard,1.2333403216628231,0,0,0,0
Laptop Asus Vivobook S14 M3407GA-SF030W (Ryzen AI 7 445/ 16GB/ 512GB/ Windows 11 Home),Asus,Ryzen 7,0.0,0.0,AMD Card Rời,0.8739405193327143,0,0,0,0
Laptop Acer Nitro ProPanel ANV16-72-782F (Core 7 240H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11 Home Single Language),Acer,Core i7,0.0,0.0,NVIDIA Card Rời,1.5927401239929317,0,0,0,0
Laptop Acer Nitro ProPanel ANV15-52-74UM (Core 7 240H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,0.0,0.0,NVIDIA Card Rời,1.203390338135314,0,0,0,0
Laptop Acer Nitro ProPanel ANV15-52-59RR (Core 5 210H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,0.0,0.0,NVIDIA Card Rời,1.4130402228278773,0,0,0,0
Laptop Acer Aspire Lite 15 AL15-42P-R8E6 (Ryzen 5 7430U/ 16GB/ 512GB/ Win 11 Home SL + Office + Microsoft),Acer,Ryzen 5,0.0,0.0,AMD Card Rời,-0.012578993081553805,0,0,0,0
Laptop HP 250R G9 - AX3C8AT (i3-1315U/ 8GB/ 512GB/ Windows 11 Home Single Language 64-bit),Hp,Core i3,-1.0,0.0,Onboard,-0.0604989667255683,0,0,0,0
Laptop Gigabyte Gaming A16 CMHI2VN894SH (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 1TB/ Windows 11 Home SL),Gigabyte,Core i7,0.0,2.0,NVIDIA Card Rời,0.9937404534427506,0,0,0,0
Laptop HP 250 G10 - B73TQAT (i3-1315U/ 8GB/ 512GB/ Windows 11 Home Single Language 64-bit),Hp,Core i3,-1.0,0.0,Onboard,-0.0604989667255683,0,0,0,0
Laptop Lenovo Legion Pro 7 16IAX10H - 83F500JGVN (Ultra 9 275HX/ GeForce RTX™ 5070Ti/ 32GB/ 1TB) (FIFA World Cup 26™ Edition),Lenovo,Core Ultra 9,2.0,2.0,NVIDIA Card Rời,3.5327802569708586,0,0,0,0
Laptop Acer Nitro ProPanel ANV15-52-73Z8 (Core 7 240H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,0.0,0.0,NVIDIA Card Rời,1.3231902722453504,0,0,0,0
Laptop Acer Nitro ProPanel ANV15-52-50VA (Core 5 210H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,0.0,0.0,NVIDIA Card Rời,1.0236904369702597,0,0,0,0
Laptop Acer Aspire Go 15 AG15-72P-54GY (Core 5 120U/ 16GB/ 512GB/ Windows 11),Acer,Core i5,0.0,0.0,Onboard,0.5145407170026056,0,0,0,0
Laptop Acer Aspire Go 15 AG15-72P-35X9 (i3-1305U/ 8GB/ 256GB/ Windows 11),Acer,Core i3,-1.0,-1.0,Onboard,-0.2102488843631136,0,0,0,0
Laptop Asus Vivobook 16 X1607CA-MB980W (Ultra 5-225H/ 16GB/ 512GB/ Windows 11 Home SL),Asus,Core Ultra 5,0.0,0.0,Onboard,0.5744406840576237,0,0,0,0
Laptop Asus Vivobook 15 X1504VA-BQ265W (Core 5 120U/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,0.0,0.0,Onboard,0.3947407828925694,0,0,0,0
Laptop Asus Gaming V16 V3607VJ-RP071W (Core 5 210H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,0.0,0.0,NVIDIA Card Rời,0.8140405522776962,0,0,0,0
Laptop Asus Vivobook 14 X1404VA-EB355W (Core 7 150U/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,0.0,0.0,Onboard,0.5744406840576237,0,0,0,0
Laptop Dell 15 DC15250-i7U161W11SLU-5 (i7-1355U/ 16GB/ 1TB/ Win 11 Home SL + Office + Microsoft),Dell,Core i7,0.0,2.0,Onboard,0.48459073347509657,0,0,0,0
Laptop Asus Vivobook 14 M1405NAQ-LY010W (Ryzen 5 150/ 16GB/ 512GB/ Windows 11 Home),Asus,Ryzen 5,0.0,0.0,AMD Card Rời,0.25098086196052594,0,0,0,0
Laptop Asus Vivobook 15 M1502NAQ-BQ031W (Ryzen 7 170/ 16GB/ 512GB/ Windows 11 Home),Asus,Ryzen 7,0.0,0.0,AMD Card Rời,0.31687082572104586,0,0,0,0
Laptop Asus Zenbook S 16 UM5606GA-SS384WS (Ryzen AI 9 465/ 32GB/ 1TB/ Windows 11 Home + Office + Microsoft),Asus,Other,2.0,2.0,AMD Card Rời,2.191739794543113,0,0,0,0
Laptop Dell 14 DC14255-YKMXX (Ryzen 5 220/ 16GB/ 512GB/ Win 11 Home + Office),Dell,Ryzen 5,0.0,0.0,AMD Card Rời,0.12519093114498786,0,0,0,0
Laptop Dell 16 Plus DB16250 - X65NW7 (Ultra 7-256V/ 16GB/ 1TB/ Win 11 Home + Office),Dell,Core Ultra 7,0.0,2.0,Onboard,1.173440354607805,0,0,0,0
Laptop Dell 16 Plus DB16250 - X65NW9 (Ultra 9-288V/ 32GB/ 2TB/ Win 11 Home + Office),Dell,Core Ultra 9,2.0,3.0,Onboard,2.0120398933780588,0,0,0,0
Laptop Dell 14 DC14255-R7165W11SLU (Ryzen 7 250/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Dell,Ryzen 7,0.0,0.0,AMD Card Rời,0.36479079936506037,0,0,0,0
Laptop Dell 14 DC14250 - C3U085W11SLU (Core 3 100U/ 8GB/ 512GB/ Win 11 Home + Office + Microsoft),Dell,Core i3,-1.0,0.0,Onboard,-0.09643894695857917,0,0,0,0
Laptop Msi Prestige 14 AI+ Evo C2VMG-020VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Home),Msi,Core Ultra 7,2.0,2.0,Onboard,1.173440354607805,0,0,0,0
Laptop Msi Modern 15 H AI C2HMG-220VN (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home SL),Msi,Core Ultra 7,0.0,0.0,Onboard,0.5145407170026056,0,0,0,0
Laptop Msi Modern 15 H C2RMG-287VN (Core 7 240H/ 16GB/ 1TB/ Win 11 Home SL),Msi,Core i7,0.0,2.0,Onboard,0.5145407170026056,0,0,0,0
Laptop Asus ROG Strix G16 G614PH-S5101W (Ryzen 9 8940HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home),Asus,Other,0.0,0.0,NVIDIA Card Rời,1.65264009104795,0,0,0,0
Laptop Acer Nitro ProPanel AN16S-61-R193 (Ryzen AI 9 365/ GeForce RTX™ 5070/ 16GB/ 512GB/ Win 11 Home SL),Acer,Other,0.0,0.0,NVIDIA Card Rời,2.670939530983258,0,0,0,0
Laptop Acer Aspire 7 A715-59G-78WG (i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,0.0,0.0,NVIDIA Card Rời,0.8739405193327143,0,0,0,0
Laptop Acer Aspire 7 A715-59G-55MD (i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,0.0,0.0,NVIDIA Card Rời,0.7541405852226781,0,0,0,0
Laptop Lenovo LOQ 15ARP10E - 83S0006QVN (Ryzen 7 7735HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 7,0.0,0.0,NVIDIA Card Rời,0.7840905687501872,0,0,0,0
Laptop Dell 14 DC14250 DC4C5386W (Core 5 120U/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Core i5,0.0,0.0,Onboard,0.1970708916110096,0,0,0,0
Laptop Asus TUF Gaming F16 FX608JH-RV131W (i5-13450HX/ GeForce RTX™ 5050/ 32GB/ 512GB/ Win 11 Home),Asus,Core i5,2.0,0.0,NVIDIA Card Rời,0.9937404534427506,0,0,0,0
Laptop Asus ROG Zephyrus G14 GA403WW-QS145WS (Ryzen AI 9 HX 370/ GeForce RTX™ 5080/ 32GB/ 2TB/ Win 11 Home + Office + Microsoft),Asus,Other,2.0,3.0,NVIDIA Card Rời,3.5327802569708586,0,0,0,0
Laptop Lenovo LOQ 15ARP10E - 83S0004FVN (Ryzen 7 7735HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 7,0.0,0.0,NVIDIA Card Rời,0.7541405852226781,0,0,0,0
Laptop Acer Nitro Lite 16 NL16-71G-71FN (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,0.0,0.0,NVIDIA Card Rời,1.0536404204977687,0,0,0,0
Laptop Acer Swift Edge 14 AI SFE14-51T-52KD (Ultra 5-228V/ 32GB/ 512GB/ Win 11 Home SL),Acer,Core Ultra 5,2.0,0.0,Onboard,1.5927401239929317,0,0,0,0
Laptop Lenovo Ideapad Slim 5 14AKP10 - 83HX00ABVN (Ryzen AI 5 330/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 5,0.0,0.0,AMD Card Rời,0.42469076642007847,0,0,0,0
Laptop Lenovo IdeaPad Slim 3 15ARP10 - 83K700EWVN (Ryzen 7 7735HS/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 7,0.0,0.0,AMD Card Rời,0.3048908323100422,0,0,0,0
Laptop Lenovo IdeaPad Slim 3 15ARP10 - 83K700EVVN (R7 7735HS/ 24GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 7,1.0,0.0,AMD Card Rời,0.33484081583755126,0,0,0,0
Laptop Dell Pro 14 PC14250 - 42LTU7PC14250 (Ultra 7-255U/ 16GB/ 512GB/ Win 11 Pro),Dell,Core Ultra 7,0.0,0.0,Onboard,1.137500374374794,0,0,0,0
Laptop HP Victus 15 fa2732TX - B85LPPA (i5-13420H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core i5,0.0,0.0,NVIDIA Card Rời,0.6223606577016383,0,0,0,0
Laptop HP OmniBook 5 Flip 14-fp0057TU - BZ7Q6PA (Core 5 120U/ 16GB/ 512GB/ Win 11 Home SL + Office),Hp,Core i5,0.0,0.0,Onboard,0.6103806642906346,0,0,0,0
Laptop HP OmniBook 5 Flip 14-fp0055TU - BZ7Q4PA (Core 7 150U/ 24GB/ 512GB/ Win 11 Home SL + Office),Hp,Core i7,1.0,0.0,Onboard,0.8619605259217108,0,0,0,0
Laptop HP 14 ep1179TU - C89ZSPA (Core 5 120U/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core i5,0.0,0.0,Onboard,0.1371709245559915,0,0,0,0
Laptop HP 15-fd0823TU - C81NMPA (i7-1355U/ 16GB/ 512GB/ Win 11 Home),Hp,Core i7,0.0,0.0,Onboard,0.3408308125430531,0,0,0,0
Laptop Acer Nitro ProPanel ANV16S-41-R337 (Ryzen 7-260/ GeForce RTX™ 5050/ 16GB/ 1TB/ Win 11 Home SL),Acer,Other,0.0,2.0,NVIDIA Card Rời,1.65264009104795,0,0,0,0
Laptop Gigabyte Gaming A16 CTHH3VN893SH (i5-13420H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Gigabyte,Core i5,0.0,0.0,NVIDIA Card Rời,0.9038905028602234,0,0,0,0
Laptop Gigabyte AERO-X16 X161VH93VNC64AH (Ryzen AI 7 350/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home SL),Gigabyte,Ryzen 7,2.0,2.0,NVIDIA Card Rời,1.7724400251579862,0,0,0,0
Laptop Gigabyte Gaming A16 CTHI3VN893SH (i7-13620H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Gigabyte,Core i3,0.0,0.0,NVIDIA Card Rời,1.0536404204977687,0,0,0,0
Laptop Gigabyte Gaming A16 CWHI3VNC94SH (i7-13620H/ GeForce RTX™ 5070/ 16GB/ 1TB/ Win 11 Home SL),Gigabyte,Core i3,0.0,2.0,NVIDIA Card Rời,1.65264009104795,0,0,0,0
Laptop Gigabyte Gaming A16 CVHI3VNC94SH (i7-13620H/ GeForce RTX™ 5060/ 16GB/ 1TB/ Win 11 Home SL),Gigabyte,Core i3,0.0,2.0,NVIDIA Card Rời,1.3231902722453504,0,0,0,0
Laptop HP 14 ep1178TU - C89ZRPA (Core 5 120U/ 16GB/ 1TB/ Win 11 Home SL),Hp,Core i5,0.0,2.0,Onboard,0.1970708916110096,0,0,0,0
Laptop HP 14 ep1137TU - C2CY8PA (Ultra 7-155H/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core Ultra 7,0.0,0.0,Onboard,0.4905807301805984,0,0,0,0
Laptop Msi Cyborg 15 A13UC-2088VN (i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Msi,Core i5,0.0,0.0,NVIDIA Card Rời,0.7361705951061727,0,0,0,0
Laptop Msi Cyborg 15 B13WFKG-658VN (Core i7-13620H/ GeForce RTX™ 5060/ 16GB/ 1TB/ Win 11 Home),Msi,Core i7,0.0,2.0,NVIDIA Card Rời,1.4429902063553866,0,0,0,0
Laptop Msi Cyborg 15 A13VEK-2089VN (Core i7-13620H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home),Msi,Core i7,0.0,0.0,NVIDIA Card Rời,1.0536404204977687,0,0,0,0
Laptop Msi Cyborg 15 B13WEKG-676VN (i5-13420H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home),Msi,Core i5,0.0,0.0,NVIDIA Card Rời,1.2632903051903321,0,0,0,0
Laptop Dell Pro 14 Plus PB14250-235U-16512W (Ultra 5-235U/ 16GB/ 512GB/ Win 11 Home SL),Dell,Core Ultra 5,0.0,0.0,Onboard,1.113540387552787,0,0,0,0
Laptop Lenovo Legion 5 15IRX10 - 83LY00HRVN (i7-13650HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL + Office),Lenovo,Core i7,0.0,0.0,NVIDIA Card Rời,1.4729401898828955,0,0,0,0
Laptop Acer Gaming Nitro V 15 - ANV15-41-R732 (Ryzen 5 6600H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 5,0.0,0.0,NVIDIA Card Rời,0.7541405852226781,0,0,0,0
Laptop Asus TUF Gaming F16 FX607VJB-RL151W (Core 5 210H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,0.0,0.0,NVIDIA Card Rời,0.5145407170026056,0,0,0,0
Laptop HP 15-fc0656AU - C81NHPA (Ryzen 5 7430U/ 16GB/ 512GB/ Win 11 Home),Hp,Ryzen 5,0.0,0.0,AMD Card Rời,-0.018568989787055616,0,0,0,0
Laptop HP Elitebook X Flip G1i - B9FN2PT (Ultra 7-258V/ 32GB/ 1TB/ Windows 11 Pro),Hp,Core Ultra 7,2.0,2.0,Onboard,2.4912396298182036,0,0,0,0
Laptop HP ProBook 4 G1i - BQ5B4PT (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core Ultra 5,0.0,0.0,Onboard,0.7541405852226781,0,0,0,0
Laptop HP OmniBook 7 16-az0038TU - C2CX1PA (Core 5 210H/ 24GB/ 512GB/ Win 11 Home SL + Office),Hp,Core i5,1.0,0.0,Onboard,0.6702806313456527,0,0,0,0
Laptop HP EliteBook 6 G1i - BQ9N5PT (Ultra 7-265U/ 16GB/ 512GB/ Win 11 Pro),Hp,Core Ultra 7,0.0,0.0,Onboard,1.431010212944383,0,0,0,0
Laptop HP EliteBook 6 G1i - BQ9N0PT (Ultra 5-235U/ 16GB/ 512GB/ Win 11 Pro),Hp,Core Ultra 5,0.0,0.0,Onboard,1.0955703974362814,0,0,0,0
Laptop Msi Cyborg 15 A13UC-2082VN (i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SEA),Msi,Core i7,0.0,0.0,NVIDIA Card Rời,0.855970529216209,0,0,0,0
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 1TB),Apple,Không rõ,0.0,2.0,Apple GPU,1.8268890952109977,0,0,0,0
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 512GB),Apple,Không rõ,0.0,0.0,Apple GPU,1.5333792566414088,0,0,0,0
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 1TB),Apple,Không rõ,1.0,2.0,Apple GPU,2.1203989337805864,0,0,0,0
Laptop Asus ROG Strix SCAR 18 G835LW-SA193W (Ultra 9 275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Win 11 Home),Asus,Core Ultra 9,2.0,2.0,NVIDIA Card Rời,3.5327802569708586,0,0,0,0
Laptop HP OmniBook X Flip 14-fm0076TU - BZ7P6PA (Ultra 7-258V/ 32GB/ 512GB/ Win 11 Home SL + Office),Hp,Core Ultra 7,2.0,0.0,Onboard,1.2573003084848304,0,0,0,0
Laptop HP OmniBook X Flip 14-fk0092AU - BZ7P5PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home SL + Office),Hp,Ryzen 5,0.0,0.0,AMD Card Rời,0.7361705951061727,0,0,0,0
Laptop HP OmniBook 5 AI 16-af1052TU - C1MN6PA (Ultra 7-255U/ 32GB/ 512GB/ Win 11 Home SL + Office),Hp,Core Ultra 7,2.0,0.0,Onboard,0.8979005061547216,0,0,0,0
Laptop HP OmniBook 5 AI 16-af1054TU - C1MN8PA (Ultra 7-255U/ 32GB/ 512GB/ Win 11 Home SL + Office),Hp,Core Ultra 7,2.0,0.0,Onboard,0.8499805325107072,0,0,0,0
Laptop Dell 16 DC16250 - 71076092 (Core 5 120U/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft),Dell,Core i5,0.0,2.0,Onboard,0.5325107071191111,0,0,0,0
Laptop Dell 16 Plus DB16250 - DB6U5387W1 (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft),Dell,Core Ultra 5,0.0,2.0,Onboard,0.8739405193327143,0,0,0,0
Laptop Dell 16 DC16251 - DC6C7557W1 (Core 7 150U/ GeForce MX570A/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft),Dell,Core i7,0.0,2.0,Onboard,0.8140405522776962,0,0,0,0
Laptop Dell 15 DC15250 - DC5I7748W1 (i7-1355U/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Core i7,0.0,0.0,Onboard,0.2989008356045404,0,0,0,0
Laptop Dell 16 DC16250 - C7U161W11BLU (Core 7 150U/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft),Dell,Core i7,0.0,2.0,Onboard,0.6343406511126419,0,0,0,0
Laptop Dell 15 DC15250 - i7U161W11SLU (i7-1355U/ 16GB/ 1TB/ Win 11 Home SL + Office),Dell,Core i7,0.0,2.0,Onboard,0.48459073347509657,0,0,0,0
Laptop Acer Aspire 16 AI A16-71M-71U7 (Ultra 7-155H/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core Ultra 7,0.0,0.0,Onboard,0.37078079607056214,0,0,0,0
Laptop Lenovo Legion 5 15IRX10 - 83LY00HQVN (i7-13650HX/ GeForce RTX™ 5060/ 16GB/ 512GB/ Win 11 Home SL + Office),Lenovo,Core i7,0.0,0.0,NVIDIA Card Rời,1.7724400251579862,0,0,0,0
Laptop Lenovo LOQ 15IRX10 - 83JE00PEVN (i7-13650HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home),Lenovo,Core i7,0.0,0.0,NVIDIA Card Rời,1.3531402557728593,0,0,0,0
Laptop Msi Modern 15 F13MG-667VN_16G (i5-1334U/ 16GB/ 512GB/ Win 11 Home SL),Msi,Core i5,0.0,0.0,Onboard,0.15514091467249694,0,0,0,0
Laptop Acer Nitro ProPanel AN16S-61-R5F4 (Ryzen AI 7 350/ GeForce RTX™ 5060/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 5,0.0,0.0,NVIDIA Card Rời,2.191739794543113,0,0,0,0
Laptop Dell 15 DC15250 - CPH997 (i7-1355U/ 16GB/ 1TB/ Win 11 Home SL + Office),Dell,Core i7,0.0,2.0,Onboard,0.36479079936506037,0,0,0,0
"Laptop Lenovo LOQ 15ARP9 - 83JC00M3VN (Ryzen 5 7235HS/ GeForce RTX™ 3050/ 16GB/ 1TB/ Win 11 Home SL, English)",Lenovo,Ryzen 5,0.0,2.0,NVIDIA Card Rời,0.7840905687501872,0,0,0,0
"Laptop Lenovo LOQ 15ARP9 - 83JC00LVVN (Ryzen 5 7235HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Ryzen 5,0.0,0.0,NVIDIA Card Rời,0.6642906346401509,0,0,0,0
Laptop Acer Aspire Lite AL15-42P-R08M (Ryzen 7 7730U/ 16GB/ 512GB/ Win 11 Home SL + Office),Acer,Ryzen 7,0.0,0.0,AMD Card Rời,0.06529096408996975,0,0,0,0
Laptop HP Omen 16-am0178TX - BX8Y4PA (Ultra 5-225H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core Ultra 5,0.0,0.0,NVIDIA Card Rời,1.4729401898828955,0,0,0,0
Laptop HP OmniBook 7 Aero 13-bg1085AU - BZ7U6PA (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 7,0.0,0.0,AMD Card Rời,0.885920512743718,0,0,0,0
Laptop HP OmniBook 5 16-ag1068AU - BZ7T0PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 5,0.0,0.0,AMD Card Rời,0.5864206774686274,0,0,0,0
Laptop HP OmniBook 7 14-fr0033TU - C1MN2PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Core Ultra 5,0.0,0.0,Onboard,0.6043906675851328,0,0,0,0
Laptop HP OmniBook 7 Aero 13-bg1083AU - BZ7R9PA (Ryzen AI 7 350/ 32GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 7,2.0,0.0,AMD Card Rời,0.9637904699152415,0,0,0,0
