ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
HP 14-ep1179TU C89ZSPA : Core 5 120U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Windows 11 | Bạc,HP,CORE 5 120U,16,512GB SSD,INTEL GRAPHICS,15900000
Dell inspiron 15 3530 N3530 - i5U165W11SLU : i5-1334U | 16GB RAM | 512GB SSD | Intel UHD Graphics | Windows 11 Home | Office Home & Student 2021 | Silver,DELL,INTEL CORE I5-1334U,16,512GB SSD,INTEL UHD GRAPHICS,15900000
HP 15-fd1850TU : Ultra 5-125H | 16GB RAM | 512GB SSD | 15.6 inch FHD 300Nits | Intel Arc Graphics | Windows 11 | Silver,HP,ULTRA 5-125H,16,512GB SSD,INTEL ARC GRAPHICS,15900000
Dell DC15250 71071928 : i5-1334U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 + Office Home 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,15900000
Dell Inspiron 14 5441 : Snapdragon X Plus 8 Core Processor | RAM 16G | SSD 1T | Qualcomm Adreno | 14 inch FHD+ | Win 11 | Titan Gray,DELL,DELL INSPIRON 14 5441 : SNAPDRAGON X PLUS 8 CORE PROCESSOR,N/A,SSD 1T,N/A,15900000
Dell 14 DC14255 YKMXX : Ryzen 5 220 | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,DELL 14 DC14255 YKMXX : RYZEN 5 220,16,512GB SSD,AMD RADEON GRAPHICS,16899000
Dell Inspiron 3530 N5I5791W1 : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD 120Hz | Windows 11 | Black,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,15950000
Dell Latitude 5440 : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD Touch | Windows 11 | Grey,DELL,N/A,16,512GB SSD,INTEL IRIS XE,15990000
HP 15s-fq5160TU 7C0S1PA : i5-1235U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 | Natural  Silver,HP,N/A,16,512GB SSD,IRIS XE GRAPHICS,15999000
MSI Thin 15 B13UCX-2080VN : i5-13420H | 16GB RAM | 512GB SSD | RTX 2050 4GB | 15.6 FHD IPS 144Hz | Windows 11 | Cosmos Gray,MSI,N/A,16,512GB SSD,RTX2050/4GB,16000000
Dell DC15250 i5U165W11SLU : i5-1334U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Bạc,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,16099000
HP 15-fd1045TU 9Z2X1PA : Core 5-120U | 16GB RAM | 512GB SSD | Intel Arc Graphics | 15.6 inch FHD | Windows 11 | Silver,HP,CORE™ 5-120U,16,512GB SSD,INTEL ARC GRAPHICS,16100000
Dell DC15250 71084746 : i5-1334U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 + Office Home 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,16099000
HP Pavilion 15-eg3093TU 8C5L4PA : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 | Gold,HP,N/A,16,512GB SSD,INTEL IRIS XE,16200000
HP 14-ep1011TU 9Z2W3PA : Core 5-120U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Windows 11 | Silver,HP,CORE 5-120U,16,512GB SSD,INTEL GRAPHICS,16200000
LENOVO V14 G4 IRU 83A000GRVN : I7-13620H | RAM 16GB | SSD 512GB | Intel UHD Graphics | 14 inch FHĐ | Windows 11 | Grey,LENOVO,N/A,16,SSD 512GB,INTEL UHD GRAPHICS,16200000
Dell Pro 14 Essential PV14250 PV14250-120U-08512W : Core 5 120U | 8GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 5 120U,8,512GB SSD,INTEL GRAPHICS,16299000
Dell Inspiron 15 3530 P16WD21 : i5-1334U | 16GB RAM |512GB SSD | 15.6 inch FHD120Hz | LED KB | Windows 11 Home | Office Home 2024 | LED KB | Silver,DELL,INTEL CORE I5-1334U,16,512GB SSD,INTEL IRIS XE GRAPHICS,16400000
DELL 15 DC15250 DC5I5357W1-SILVER : I5-1334U | 16GB RAM | 512GB SSD | 15.6 inch FHD |  Windows 11 Home + OFFICE HOME24 | Silver,DELL,N/A,16,512GB SSD,UHD GRAPHICS,16400000
HP 14-ep1009TU 9Z2W2PA : Core 5-120U | 16GB RAM | 1TB SSD |  Intel® Graphics | 14 inch FHD | Windows 11 | Silver,HP,INTEL CORE 5-120U,16,1TB SSD,INTEL GRAPHICS,16400000
Lenovo ThinkBook 14P G3 : R7-6800H | 16GB RAM | 512GB SSD  | 14.0 inch 2.2K | AMD Radeon 660M Graphics |Windows 11 | Grey,LENOVO,N/A,16,512GB SSD,AMD RADEON GRAPHICS,16499000
Dell Pro 16 PC16250 : Core 5 120U | 8GB RAM | 512GB SSD | 16 inch FHD+ | Intel Graphics | Windows 11 | Đen,DELL,CORE 5 120U,8,512GB SSD,INTEL GRAPHICS,16500000
Dell Precision 7550 : i7 10850H | 16GB RAM | 512GB SSD  |  Quadro T2000 4GB | 15.6 inch  FHD | Windows 10 | Black,DELL,N/A,16,512GB SSD,N/A,16500000
ASUS TUF Gaming A15 FA506NFR-HN006W : R7-7435HS | 16GB RAM | 512GB SSD | RTX 2050 4GB | 15.6 inch FHD | Windows 11 | Đen,ASUS,N/A,16,512GB SSD,RTX 2050 4GB,16500000
ASUS Vivobook 16 X1605VA-MB1795W : i7-13620H | 16GB RAM | 512GB SSD | FingerPrint | Iris Xe Graphics | 16 WUXGA | Windows 11 | Bạc,ASUS,N/A,16,512GB SSD,IRIS XE GRAPHICS,16600000
Dell Latitude 3450 L3450-1335U-16512U : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Ubuntu | Black,DELL,INTEL CORE I5-1335U,16,512GB SSD,INTEL IRIS XE GRAPHICS,16600000
Dell Latitude 3440: i7-1355U | 16GB RAM | 256GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | Black,DELL,N/A,16,256GB SSD,INTEL IRIS XE,16700000
Dell DC15250 i5U165W11SLU-5 : i5-1334U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,16700000
ASUS ExpertBook P1503CVA-i516-50W : i5-13420H | 16GB RAM | 512GB SSD | UHD Graphics | 15.6 inches FHD | Windows 11 | Xám,ASUS,N/A,16,512GB SSD,INTEL UHD GRAPHICS,16500000
Dell Precision 7560 : i7-11800H | 16GB RAM | 256GB SSD | NVIDIA Quadro T1200 |15.6 inch FHD |  Windows 11 | Black,DELL,N/A,16,256GB SSD,N/A,16800000
Asus ExpertBook P1503CVA-i716-50W : i7-13620H | 16GB RAM | 512GB SSD | UHD Graphics | 15.6 inches FHD | Windows 11 | Xám,ASUS,N/A,16,512GB SSD,INTEL UHD GRAPHICS,16800000
Dell Latitude 3450 L3450-1335U-08512U : i5-1335U | 8GB RAM | 512GB SSD | Intel UHD Graphics  | 14 inch FHD | Ubuntu | Grey,DELL,N/A,8,512GB SSD,INTEL UHD GRAPHICS,16800000
Dell Inspiron 5445 : R7-8840HS | 16GB RAM | 512GB SSD | AMD Radeon 780M Graphics | 14 inch 2.2k | Windows 11 | Ice Blue,DELL,N/A,16,512GB SSD,AMD RADEON 780M,16900000
Dell Inspiron 14 Plus 7440 : Core 5-210H | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Ice Blue,DELL,CORE 5-210H,16,512GB SSD,INTEL GRAPHICS,16900000
Dell Latitude 5540 : i5-1345U | 8GB RAM | 256GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Ubuntu | Grey,DELL,N/A,8,256GB SSD,INTEL IRIS XE,16900000
ASUS Gaming Vivobook K3605ZC-RP564W :  i5-12500H | 16GB RAM | 512GB SSD | RTX 3050 4GB | 16 inch WUXGA | Windows 11 | Đen,ASUS,N/A,16,512GB SSD,RTX 3050 4GB,16900000
HP 15-fc0089AU A94XWPA : R7-7730U | 16GB RAM | 512GB SSD | 15.6 inch FHD | AMD Radeon Graphics | Win 11 Home | Gold,HP,RYZEN 7-7730U,16,512GB SSD,AMD RADEON GRAPHICS,16900000
Asus ExpertBook P1 P1403CVA-i5SE16-50W : i5 13500H | 16GB RAM | 512GB SSD | 14 inch FHD |  Windows 11 | Grey,ASUS,N/A,16,512GB SSD,N/A,16500000
Dell Pro 14 Essential PV14250 PV14250-120U-16512U : Core 5 120U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Ubuntu | Platinium Silver,DELL,CORE 5 120U,16,512GB SSD,INTEL GRAPHICS,16999000
HP Envy x360 2-in-1 16-ac0013dx : Ultra 5 125U | 16GB RAM | 512GB SSD | Intel Graphics | 16 inch FHD+ | Touch | Windows 11 | Grey,HP,ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,17000000
Dell Inspiron 3530 N5I5007W1 : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD 120Hz |  Windows 11 + Office | Silver,DELL,N/A,16,512GB SSD,INTEL IRIS XE,17000000
HP 15-fd1043TU 9Z2W9PA : Core 5-120U | 16GB RAM | 1TB SSD | Intel Arc Graphics | 15.6 inch FHD | Windows 11 | Silver,HP,INTEL® CORE™ 5-120U,16,1TB SSD,INTEL ARC GRAPHICS,17000000
HP 15-fd1064TU 9Z2Y2PA : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 15.6 inch FHD | Win11 Home | Silver,HP,INTEL CORE ULTRA 5-125H,16,512GB SSD,INTEL ARC GRAPHICS,17100000
Acer Aspire Go AG15-72P-54GY : Core 5-120U | 16GB RAM | 512GB SSD | Intel Graphics | 15.6 inch FHD | Windows 11 | Pure Silver,ACER,CORE 5-120U,16,512GB SSD,INTEL GRAPHICS,17200000
Dell Vostro 15 3530 : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD PS 120Hz | Free-Dos | Black,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,18300000
ASUS Vivobook S 14 FLIP TP3402VA-LZ632W : i5-13420H | 16GB RAM | 512GB SSD | UHD Graphics | 14 WUXGA | Windows 11 | Bạc,ASUS,N/A,16,512GB SSD,INTEL UHD GRAPHICS,17300000
Acer Swift Lite 14 AI SFL14-51M-56HS : Core Ultra 5 125U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch FHD+ | Windows 11 | Bạc,ACER,CORE ULTRA 5 125U,16,512GB SSD,INTEL® GRAPHICS,17300000
Asus ExpertBook P1503CVA-I716-63WS : i7-13620H | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD | Win 11 Home | Office Home&Student | Grey,ASUS,INTEL CORE I7-13620H,16,512GB SSD,INTEL UHD GRAPHICS,17300000
Dell DC15255 X9YM41 : Ryzen 7 7730U | 16GB RAM | 1TB SSD | AMD Radeon Graphics | 15.6 inch FHD 120Hz | Windows 11 + Office Home 2024 | Bạc,DELL,DELL DC15255 X9YM41 : RYZEN 7 7730U,16,1TB SSD,AMD RADEON GRAPHICS,17399000
Acer Aspire 5 A515-58M-79R7: i7-13620H | 16GB RAM | 512GB SSD | 15.6 inch FHD | Intel UHD Graphics | Win 11 | Gray,ACER,N/A,16,512GB SSD,INTEL UHD GRAPHICS,17400000
Dell 14 DC14250 DC4C5386W : Core 5 120U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,CORE 5 120U,16,512GB SSD,INTEL GRAPHICS,17499000
Dell Vostro 3530 80GG93 : i5-1335U | 16GB RAM | 512GB SSD | 15.6 inch FHD 120Hz | Windows 11 + Office | Grey,DELL,N/A,16,512GB SSD,INTEL IRIS XE,17500000
Lenovo Ideapad Slim 3 Xiaoxin 14C AHP10 (2025) : R7-8745HS | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14 inch FHD | Hợp kim | Grey,LENOVO,N/A,16,512GB SSD,AMD RADEON 780M,16600000
Dell DC15250 CPH99 : i5-1334U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 Home + Office 2024 | Bạc,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,17599000
Dell Latitude 3450: i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | Grey | Open box,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,17600000
ASUS VivoBook 16X K3605VC-RP431W : i5-13420H | 16GB RAM | 512G SSD | RTX 3050 4GB | 16 inch WUXGA 144Hz | Windows 11 | Indie Black,ASUS,N/A,16,512G SSD,RTX 3050 4GB,17600000
Dell 16 DC16255 : Ryzen 7 AI 250 | 16GB RAM | 1TB SSD | AMD Radeon Graphics | 16 inch FHD+ | Touch | Windows 11 | Carbon Black | New OpenBox,DELL,DELL 16 DC16255 : RYZEN 7 AI 250,16,1TB SSD,AMD RADEON GRAPHICS,17850000
Dell Inspiron 5440 I5U085W11BLU : i5-1334U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Windows 11 + Office |,DELL,N/A,8,512GB SSD,INTEL IRIS XE,17800000
HP Victus 15-fa2013dx B95WHUA : i5-13420H | 8GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | Windows 11 | Xám,HP,N/A,8,512GB SSD,RTX 3050 6GB,17800000
HP OmniBook X Flip AI 16-ar0013dx : AMD Ryzen AI 5 340 | 16GB RAM | 512GB SSD | AMD Radeon 840M | 16 inch 2K Touch | IR Camera | Windows 11 | Meteor Silver,HP,RYZEN™ AI 5 340,16,512GB SSD,AMD RADEON™ 840M,17850000
Acer Swift Go 14 SFG14-41-R251 : R5-7430U | 16GB RAM | 1TB SSD | AMD Radeon Graphics | 14 inch FHD | Windows 11 | Bạc,ACER,N/A,16,1TB SSD,AMD RADEON GRAPHICS,17900000
Lenovo ThinkBook 16 G6 IRL 21KH00Q1VN : i5-13420H | 16GB RAM | 512GB SSD | Intel UHD Graphics | 16 inch WUXGA | NoOS | Grey,LENOVO,INTEL CORE I5-13420H,16,512GB SSD,INTEL UHD GRAPHICS,17900000
HP ProBook 440 G10 9H8U4PT : i5-1335U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Finger | Windows 11 | Silver,HP,N/A,8,512GB SSD,INTEL IRIS XE GRAPHICS,17900000
Lenovo IdeaPad Slim 3 Xiaoxin 15C AHP10 (2025) : R7-8745HS | 16GB RAM | 512GB SSD | AMD Radeon™ 780M | 15.1 inch WQXGA OLED 165Hz | Grey,LENOVO,N/A,16,512GB SSD,AMD RADEON GRAPHIC 780M,17900000
HP Elitebook X360 830 G10 : i5-1335U | 16GB RAM (OB) | 256GB SSD | Intel Iris Xe Graphics | 13.3 inch WUXGA | Window 11 Pro | Windows 11 Pro | Silver,HP,N/A,16,256GB SSD,INTEL IRIS XE GRAPHICS,17900000
PC Lenovo ThinkCentre Neo 50a 27 Gen 5 12SA001HVA : i7-13620H | 16GB DDR5 | 512GB SSD | Intel UHD Graphics | 27 FHD | No OS | Bàn phím + Chuột,LENOVO,N/A,N/A,512GB SSD,INTEL® UHD GRAPHICS,17900000
Dell Inspiron 5440 i5U085W11IBU : i5-1334U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Finger Print | Windows 11 Home SL | Office Home and Student 2021 | Ice Blue,DELL,N/A,8,512GB SSD,INTEL IRIS XE,17900000
ASUS ExpertBook P1403CVA-i7SE16-63WS : i7-13700H | 16GB RAM | 512GB SSD | 14 inch FHD | Windows 11 | Grey,ASUS,N/A,16,512GB SSD,INTEL UHD GRAPHICS,17900000
HP Victus 16-e1106AX 7C0T1PA : R5-6600H | 8GB RAM | 512GB SSD | RTX 3050ti 4GB | 16.1 inch FHD 144Hz | Led Keyboard | Windows 11 | Black,HP,N/A,8,512GB SSD,RTX 3050TI 4GB,18000000
HP Pavilion 15-eg3033TX 8U6L6PA : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics + MX550 2GB | 15.6 inch FHD |	Windows 11 | Gold,HP,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS + MX550 2GB,18000000
MSI CYBORG 15 A13UC-861VN : i5-13420H | 16GB RAM | 512GB SSD | 4G_RTX3050 | 15.6 FHD 144Hz | Windows 11 | Đen,MSI,N/A,16,512GB SSD,4G_RTX3050,18000000
Lenovo Ideapad Pro 5 Xiaoxin Pro 14 AHP9 : Ryzen 7-8745H | 24GB RAM | 1TB SSD | AMD Radeon 780M | 14 inch 2.8k OLED | Grey,LENOVO,AMD RYZEN 7-8745H,24,1TB SSD,AMD RADEON GRAPHIC 780M,18200000
Dell 15 DC15250 DC5I7748W1-SILVER : I7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD | Windows 11 + Office Home 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,18399000
Dell Latitude 3450 L3450-1335U-16512WN-BL : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | Xám,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,18399000
Dell 14 DC14250 F0FTK5 : Core 5 120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Finger | Platinum Silver,DELL,CORE 5 120U,16,1TB SSD,INTEL GRAPHICS,19599000
Dell Latitude 5450: Ultra 5 135U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Windows 11 | Grey,DELL,ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,18500000
Dell Latitude L3450-1335U-16512W : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows11 | Black,DELL,INTEL® CORE™ I5-1335U,16,512GB SSD,INTEL IRIS XE GRAPHICS,18500000
Dell Latitude 5540 : i7-1355U | 16GB RAM  | 512GB SSD | 15.6 inch FHD IPS | Intel Integrated Graphics | Windows 11 Pro (New Outlet) | Grey,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL INTEGRATED GRAPHICS,18500000
Dell Latitude 5440 : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | New Outlet,DELL,N/A,16,512GB SSD,IRIS XE GRAPHICS,18500000
Dell Inspiron T7430 N7430I58W1 : i5-1335U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ Touch | Win 11 Home | Office Home&Student | Pen | Silver,DELL,INTEL CORE I5-1335U,8,512GB SSD,INTEL IRIS XE GRAPHICS,18500000
ASUS Vivobook S14 S3407VA-LY146W : Core 5-210H	| 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch WUXGA | Windows 11,ASUS,ASUS VIVOBOOK S14 S3407VA-LY146W : CORE 5-210H,16,512GB SSD,INTEL UHD GRAPHICS,18500000
HP 15-fd1870TU : Ultra 7-155H | 16GB RAM | 512GB SSD | 15.6 inch FHD 300Nits | Intel Arc Graphics | Windows 11 | Silver,HP,ULTRA 7-155H,16,512GB SSD,INTEL ARC GRAPHICS,18500000
HP 15-fd1062TU 9Z2Y0PA : Ultra 5-125H | 16GB RAM | 1TB SSD |  Intel Arc Graphics | 15.6 inch FHD | Windows 11 Home | Silver,HP,INTEL CORE ULTRA 5-125H,16,1TB SSD,INTEL ARC GRAPHICS,18600000
MSI Thin 15 B13UC-1411VN : i7-13620H | 8GB RAM | 512GB SSD | RTX 3050 4GB | 15.6 inch FHD 144Hz | Win 11 Home | Grey,MSI,INTEL CORE I7-13620H,8,512GB SSD,RTX 3050 4GB,18600000
Dell Inspiron 5440 NDY5V1 : i5-1334U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Finger | Windows 11 + Office | Silver,DELL,N/A,16,512GB SSD,INTEL IRIS XE,18600000
Dell 15 DC15250 DC5I7952W1 : I7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD | Windows 11 + Office Home 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,18699000
Dell 14 Plus 2 in 1 LDB04255 : Ryzen AI 5 340 | 16GB RAM | 512GB SSD | AMD Radeon 840M Graphics | 14 inch FHD+ Touch | Windows 11 | Midnight Blue,DELL,AMD RYZEN™ AI 5 340,16,512GB SSD,AMD RADEON™ 840M,18700000
HP 240 G10 9H2E6PT : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe | 14 inch FHD | Windows 11 Home | Silver,HP,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,18700000
Dell Latitude 3450 L3450-1335U-16512W-FBL : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD | Windows 11 | Xám,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,18799000
LENOVO Thinkbook 16 G7 IML : UItra 5-125H | 16GB RAM | 1TB SSD | Intel ARC Graphics | 16 inch FHD+ | Grey,LENOVO,N/A,16,1TB SSD,ARC GRAPHICS,18800000
Asus TUF Gaming F15 FX507ZC4-HN095W : i5-12500H | 16GB RAM | 512GB SSD | RTX 3050 4GB | 15.6 inch FHD 144Hz | Win 11 Home | Grey,ASUS,INTEL CORE I5-12500H,16,512GB SSD,RTX 3050 4GB,18800000
Dell DC15250 MCW52 : i7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD 120Hz | Windows 11 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,18900000
ASUS Vivobook 14 A1407CA-LY008WS: Ultra 5-225H | 16GB RAM | 512GB SSD | Arc Graphics | 14 inches WUXGA | Windows 11 | Bạc,ASUS,ULTRA 5-225H,16,512GB SSD,INTEL ARC GRAPHICS,18900000
ASUS TUF Gaming A15 FA506NCR-HN047W : Ryzen 7-7435HS | 16 GB RAM | 512GB SSD | RTX 3050 4GB | 15.6 inch FHD 144Hz | Win 11 Home | Black,ASUS,RYZEN 7-7435HS,16,512GB SSD,RTX 3050 4GB,18900000
LENOVO LOQ 15IAX9 83GS001RVN : i5-12450HX | 12GB	RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | White Backlit | Windows 11 | Luna Grey,LENOVO,N/A,12,512GB SSD,RTX 3050 6GB,18900000
Dell DC15250 71073959 : I7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD | Windows 11 + Office Home 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,18900000
Dell Inspiron 15 3530 71053721 : i7-1355U | 16GB RAM | 512GB SSD | 15.6 inch FHD | Win 11 Home | Office Home and Student 2021 | Silver,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,18900000
LENOVO Thinkbook 14 G7 AHP : R7-8745H | 16GB RAM | 1TB SSD | AMD Radeon Graphics 780M | 14 inch 2.8K 120Hz | Luna Gray,LENOVO,N/A,16,1TB SSD,AMD RADEON GRAPHICS 780M,18950000
Asus ExpertBook P1403CVA-I716-63WS : i7-13620H | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14.0 inch FHD | Fingerprint | Windows 11 | Grey,ASUS,N/A,16,512GB SSD,INTEL UHD GRAPHICS,18990000
MSI Thin 15 B13UC-2044VN : i7-13620H | 16GB RAM | 512GB SSD | RTX 3050 4GB | 15.6 inch FHD IPS 144Hz | Windows 11 Home | Grey,MSI,INTEL CORE I7-13620H,16,512GB SSD,RTX 3050 4GB,19000000
Lenovo LOQ 15IAX9 : i5-12450HX | 12GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD | Windows 11 | LUNA_GREY,LENOVO,N/A,12,512GB SSD,RTX 3050 6GB,19000000
Dell Inspiron 3530 71026454 : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 + Office | Black,DELL,N/A,16,512GB SSD,INTEL IRIS XE,19000000
Dell Inspiron 3530 N5I7421W1 : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD 120Hz | Windowns 11 Home | Office Home 2024 | Office 365 Basic | Silver,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,19000000
HP 15s-fd0083TU 8D736PA : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Graphics | 15.6 inch FHD | Windows  11 | Natural Silver,HP,N/A,16,512GB SSD,INTEL IRIS  XE GRAPHICS,19000000
HP 250 G10 A06FFPT : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Windows 11 | Silver,HP,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,19200000
Dell DC15250 71084747 : I7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6 inch FHD | Windows 11 + Office Home 2024 | Platinum Silver,DELL,N/A,16,512GB SSD,INTEL UHD GRAPHICS,19299000
Dell Inspiron 15 3530 - N5I7305W1 : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6 inch FHD | Win 11 Home | Office Home 2024 | OS365 1Y | Black,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,19299000
Acer Swift Lite 14 AI SFL14-51M-78XZ : Core Ultra 7 155U | 16GB RAM | 512GB SSD | Intel® Graphics | 14 inch WUXGA | Windows 11 | Bạc,ACER,CORE ULTRA 7 155U,16,512GB SSD,INTEL® GRAPHICS,19300000
LENOVO ThinkBook 16 G8 IRL 21SH0097VN : Core 5-210H | 16GB RAM | 512GB SSD | Intel Graphics | 16.0 WUXGA | Win 11 Home | Arctic Grey Aluminium,LENOVO,CORE 5-210H,16,512GB SSD,INTEL GRAPHICS,19300000
ASUS ExpertBook P1403CVA-i716-50W: i7-13620H | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch FHD | FingerPrint | Windows 11 Home | Grey,ASUS,N/A,16,512GB SSD,INTEL UHD GRAPHICS,19300000
MSI Katana 15 B13UDXK 2410VN : i5-13420H | 16GB RAM |  512GB SSD | RTX 3050 6GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11 | Black,MSI,N/A,16,512GB SSD,RTX 3050 6GB,19400000
Dell Inspiron 16 7640 2-in-1 62J95: Ultra 7-155H | 16GB RAM | 1TB SSD |	Intel Arc Graphics | 16 inch FHD | Touch | Windows 11 Home | Midnight Blue | New Openbox,DELL,ULTRA 7 155H,16,1TB SSD,INTEL ARC GRAPHICS,19400000
Màn hình máy tính Dell Ultrasharp U3219Q 70PYR1 : 31.5 inch ( 3840x2160 ) IPS | HDMI | DisplayPort | IPS,DELL,MÀN HÌNH MÁY TÍNH DELL ULTRASHARP U3219Q 70PYR1 : 31.5 INCH ( 3840X2160 ) IPS,N/A,N/A,N/A,19490000
